avg_rating,backup_location,btih,call_number,collection,contributor,coverage,creator,date,description,downloads,external-identifier,foldoutcount,format,genre,identifier,imagecount,indexflag,item_size,language,language_full,licenseurl,mediatype,members,month,name,noindex,num_reviews,oai_updatedate,platform,publicdate,publisher,related-external-id,reviewdate,rights,scanningcentre,source,stripped_tags,subject,title,title_cleaned,type,volume,week,year
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Goldrush #4 (1993 05 29)(Skylight),148,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Goldrush_4_1993-05-29_Skylight,,"index,nonoindex",8990982,eng,English,,software,,0,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Goldrush #4 (1993 05 29)(Skylight),Goldrush,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Good Bye John (19xx)(Triad),243,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Good_Bye_John_19xx_Triad,,"index,nonoindex",6302959,eng,English,,software,,0,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Good Bye John (19xx)(Triad),Good Bye John,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Good Vibrations #1 (2007 12 09)(DMAgic),54,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Good_Vibrations_1_2007-12-09_DMAgic,,"index,nonoindex",2024743,eng,English,,software,,0,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Good Vibrations #1 (2007 12 09)(DMAgic),Good Vibrations,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #03 (1991)(Merlin),95,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_03_1991_Merlin,,"index,nonoindex",1653510,eng,English,,software,,7,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #03 (1991)(Merlin),Gossip,,,2,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #06 (1992 02 15)(Merlin),153,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_06_1992-02-15_Merlin,,"index,nonoindex",4253459,eng,English,,software,,18,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #06 (1992 02 15)(Merlin),Gossip,,,4,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #07 (19xx)(Merlin),112,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_07_19xx_Merlin,,"index,nonoindex",3136517,eng,English,,software,,5,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #07 (19xx)(Merlin),Gossip,,,1,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #10 (1993)(Merlin),53,,,"Advanced Audio Coding,Archive BitTorrent,Metadata,Ogg Vorbis,Spectrogram,VBR MP3",,Gossip_10_1993_Merlin,,"index,nonoindex",197452,eng,English,,software,,0,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #10 (1993)(Merlin),Gossip,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #11 (1993 06 15)(Merlin),73,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_11_1993-06-15_Merlin,,"index,nonoindex",952421,eng,English,,software,,0,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #11 (1993 06 15)(Merlin),Gossip,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #15 (19xx)(Merlin),87,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_15_19xx_Merlin,,"index,nonoindex",3190400,eng,English,,software,,25,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #15 (19xx)(Merlin),Gossip,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #18 (19xx)(Merlin),345,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_18_19xx_Merlin,,"index,nonoindex",9001524,eng,English,,software,,0,,,,"07.09.2018, 08.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #18 (19xx)(Merlin),Gossip,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #20 (19xx)(Merlin),74,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_20_19xx_Merlin,,"index,nonoindex",4913019,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #20 (19xx)(Merlin),Gossip,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #21 (1995)(Merlin),76,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_21_1995_Merlin,,"index,nonoindex",837328,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #21 (1995)(Merlin),Gossip,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip #24 (19xx)(Merlin),163,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_24_19xx_Merlin,,"index,nonoindex",5831071,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip #24 (19xx)(Merlin),Gossip,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip Column #1 (1993 08 30)(Stunts),81,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_Column_1_1993-08-30_Stunts,,"index,nonoindex",11018950,eng,English,,software,,5,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip Column #1 (1993 08 30)(Stunts),Gossip Column,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gossip Column #2 (19xx)(Stunts),138,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gossip_Column_2_19xx_Stunts,,"index,nonoindex",11424680,eng,English,,software,,11,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gossip Column #2 (19xx)(Stunts),Gossip Column,,,1,
,ia905909_18,,,"diskmags,softwarelibrary,emulation",,,Per Thulin,01.11.1996,"Amiga diskmag for users of GRAAL, the graphic adventure creator. The diskmag was itself created in GRAAL.",108,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,graal-herald-1,,"index,nonoindex",788611,eng,English,,software,,1,,,,"10.01.2015, 31.03.2023",Amiga,10.01.2015,,,,,,,,"diskmags,Amiga diskmags",GRAAL Herald #1,GRAAL Herald,,,0,1996
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Graffiti #01 (19xx)(Warriors Digitech),62,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Graffiti_01_19xx_Warriors_Digitech,,"index,nonoindex",1853536,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Graffiti #01 (19xx)(Warriors Digitech),Graffiti,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Grapevine #01, The (1991 07 15)(Chrome)",60,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_01_The_1991-07-15_Chrome,,"index,nonoindex",6594050,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,"Grapevine #01, The (1991 07 15)(Chrome)",Grapevine,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grapevine #02 (19xx)(Rotec),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_02_19xx_Rotec,,"index,nonoindex",7950962,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #02 (19xx)(Rotec),Grapevine,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grapevine #03 (199x)(Rotec),63,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_03_199x_Rotec,,"index,nonoindex",5870701,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #03 (199x)(Rotec),Grapevine,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Grapevine #03, The (1991 12)(Rotec)",62,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_03_The_1991-12_Rotec,,"index,nonoindex",5923821,eng,English,,software,,2,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,"Grapevine #03, The (1991 12)(Rotec)",Grapevine,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grapevine #06 (1993 04 30)(Bad Karma),60,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_06_1993-04-30_Bad_Karma,,"index,nonoindex",5949621,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #06 (1993 04 30)(Bad Karma),Grapevine,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grapevine #07 (1993 06 29)(Bad Karma),86,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_07_1993-06-29_Bad_Karma,,"index,nonoindex",10662109,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #07 (1993 06 29)(Bad Karma),Grapevine,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grapevine #09 (1993)(Bad Karma),94,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_09_1993_Bad_Karma,,"index,nonoindex",4075418,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #09 (1993)(Bad Karma),Grapevine,,,0,
,ia905909_14,,,"diskmags,softwarelibrary,emulation",,,LSD,01.06.1991,Amiga diskmag.,242,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-1,,"index,nonoindex",1160771,eng,English,,software,,1,,,,"08.01.2015, 29.01.2023",Amiga,08.01.2015,,,,,,,,"diskmags,LSD (demoscene group),Amiga diskmags",Grapevine #1,Grapevine,,,0,1991
,ia905909_13,,,"diskmags,softwarelibrary,emulation",,,LSD,29.06.1992,Amiga diskmag.,148,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-10,,"index,nonoindex",2797715,eng,English,,software,,1,,,,"07.01.2015, 07.02.2023",Amiga,07.01.2015,,,,,,,,"diskmags,Amiga diskmags,LSD (demoscene group)",Grapevine #10,Grapevine,,,0,1992
,ia905909_13,,,"diskmags,softwarelibrary,emulation",,,LSD,08.08.1992,Amiga diskmag.,126,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-11,,"index,nonoindex",1904605,eng,English,,software,,2,,,,"07.01.2015, 05.02.2023",Amiga,07.01.2015,,,,,,,,"diskmags,Amiga diskmags,LSD (demoscene group)",Grapevine #11,Grapevine,,,1,1992
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grapevine #11 (1994 04 24)(Bad Karma),263,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_11_1994-04-24_Bad_Karma,,"index,nonoindex",11585408,eng,English,,software,,1,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #11 (1994 04 24)(Bad Karma),Grapevine,,,1,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Grapevine #12 (1994 10 25)(TDR)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",322,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_12_1994-10-25_TDR_Side_A,,"index,nonoindex",6839163,eng,English,,software,,12,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #12 (1994 10 25)(TDR)(Side A),Grapevine,,,3,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grapevine #13 (1994 12 21)(TDR),60,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_13_1994-12-21_TDR,,"index,nonoindex",6719664,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #13 (1994 12 21)(TDR),Grapevine,,,0,
,ia905909_13,,,"diskmags,softwarelibrary,emulation",,,LSD,25.02.1993,Amiga diskmag.,182,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-14,,"index,nonoindex",2794492,eng,English,,software,,4,,,,"07.01.2015, 30.01.2023",Amiga,07.01.2015,,,,,,,,"diskmags,Amiga diskmags,LSD (demoscene group)",Grapevine #14,Grapevine,,,3,1993
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Grapevine #14 (1995 02)(TDR)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",68,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_14_1995-02_TDR_Side_A,,"index,nonoindex",9654631,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #14 (1995 02)(TDR)(Side A),Grapevine,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Grapevine #15 (1995 05 16)(TDR)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",75,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_15_1995-05-16_TDR_Side_A,,"index,nonoindex",9589785,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #15 (1995 05 16)(TDR)(Side A),Grapevine,,,0,
,ia905908_27,,,"diskmags,softwarelibrary,fav-werep",,,LSD,29.07.1993,"Grapevine was an Amiga disk magazine published by the group LSD that ran from 1991 to 1995. This edition has a secret article. To access it, press Esc on the main menu, then type wombatateam and hit enter.",513,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-16,,"index,nonoindex",2782593,eng,English,,software,,7,,,,"26.12.2014, 08.03.2019",Amiga,26.12.2014,,,,,,,samp,"diskmags,Amiga diskmags,LSD (demoscene group)",Grapevine #16,Grapevine,,,0,1993
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Grapevine #16 (1995)(TDR)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",135,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_16_1995_TDR_Side_A,,"index,nonoindex",9969002,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #16 (1995)(TDR)(Side A),Grapevine,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Grapevine #18 (1996 03 03)(TDR)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",67,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grapevine_18_1996-03-03_TDR_Side_A,,"index,nonoindex",7826170,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grapevine #18 (1996 03 03)(TDR)(Side A),Grapevine,,,0,
,ia905909_13,,,"diskmags,softwarelibrary,emulation",,,LSD,12.04.1994,Amiga diskmag.,134,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-19,,"index,nonoindex",2828022,eng,English,,software,,12,,,,"07.01.2015, 30.03.2023",Amiga,07.01.2015,,,,,,,,"diskmags,Amiga diskmags,LSD (demoscene group)",Grapevine #19,Grapevine,,,1,1994
,ia905909_14,,,"diskmags,softwarelibrary,emulation",,,LSD,01.07.1991,Amiga diskmag.,131,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-2,,"index,nonoindex",1071945,eng,English,,software,,9,,,,"08.01.2015, 29.03.2023",Amiga,08.01.2015,,,,,,,,"diskmags,LSD (demoscene group),Amiga diskmags",Grapevine #2,Grapevine,,,2,1991
,ia905909_13,,,"diskmags,softwarelibrary,emulation",,,LSD,11.10.1994,Amiga diskmag.,153,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-20,,"index,nonoindex",1918508,eng,English,,software,,4,,,,"07.01.2015, 31.03.2023",Amiga,07.01.2015,,,,,,,,"diskmags,Amiga diskmags,LSD (demoscene group)",Grapevine #20,Grapevine,,,0,1994
,ia905909_13,,,"diskmags,softwarelibrary,emulation",,,LSD,23.04.1995,Amiga diskmag.,136,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-21,,"index,nonoindex",1905527,eng,English,,software,,3,,,,"07.01.2015, 25.01.2023",Amiga,07.01.2015,,,,,,,,"diskmags,Amiga diskmags,LSD (demoscene group)",Grapevine #21,Grapevine,,,1,1995
,ia905909_14,,,"diskmags,softwarelibrary,emulation",,,LSD,01.08.1991,Amiga diskmag.,135,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-3,,"index,nonoindex",1069766,eng,English,,software,,7,,,,"08.01.2015, 28.03.2023",Amiga,08.01.2015,,,,,,,,"diskmags,LSD (demoscene group),Amiga diskmags",Grapevine #3,Grapevine,,,1,1991
,ia905909_14,,,"diskmags,softwarelibrary,emulation",,,LSD,01.10.1991,Amiga diskmag.,136,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-5,,"index,nonoindex",992575,eng,English,,software,,5,,,,"08.01.2015, 30.03.2023",Amiga,08.01.2015,,,,,,,,"diskmags,LSD (demoscene group),Amiga diskmags",Grapevine #5,Grapevine,,,0,1991
,ia905909_14,,,"diskmags,softwarelibrary,emulation",,,LSD,03.11.1991,Amiga diskmag.,203,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-6,,"index,nonoindex",1034528,eng,English,,software,,10,,,,"08.01.2015, 07.02.2023",Amiga,08.01.2015,,,,,,,,"diskmags,LSD (demoscene group),Amiga diskmags",Grapevine #6,Grapevine,,,3,1991
,ia905909_14,,,"diskmags,softwarelibrary,emulation",,,LSD,01.12.1991,Amiga diskmag.,115,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-7,,"index,nonoindex",985821,eng,English,,software,,8,,,,"08.01.2015, 01.04.2023",Amiga,08.01.2015,,,,,,,,"diskmags,LSD (demoscene group),Amiga diskmags",Grapevine #7,Grapevine,,,2,1991
,ia905909_14,,,"diskmags,softwarelibrary,emulation",,,LSD,16.02.1992,Amiga diskmag.,167,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-8,,"index,nonoindex",1002102,eng,English,,software,,6,,,,"08.01.2015, 29.03.2023",Amiga,08.01.2015,,,,,,,,"diskmags,LSD (demoscene group),Amiga diskmags",Grapevine #8,Grapevine,,,0,1992
,ia905909_14,,,"diskmags,softwarelibrary,emulation",,,LSD,04.04.1992,Amiga diskmag.,269,,,"Amiga Disk File,JPEG Thumb,Metadata,PNG",,grapevine-9,,"index,nonoindex",1899934,eng,English,,software,,9,,,,"08.01.2015, 02.04.2023",Amiga,08.01.2015,,,,,,,,"diskmags,LSD (demoscene group),Amiga diskmags",Grapevine #9,Grapevine,,,1,1992
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grim #1.5 (19xx)( ),66,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grim_1.5_19xx_-,,"index,nonoindex",6354083,eng,English,,software,,5,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grim #1.5 (19xx)( ),Grim,,,1,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Grim #1.75 (19xx)( ),84,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Grim_1.75_19xx_-,,"index,nonoindex",6678806,eng,English,,software,,4,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Grim #1.75 (19xx)( ),Grim,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Guinness Preview (1990 12)(Brutal),66,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Guinness_Preview_1990-12_Brutal,,"index,nonoindex",926539,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Guinness Preview (1990 12)(Brutal),Guinness Preview,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gurla #1 (19xx)( ),61,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gurla_1_19xx_-,,"index,nonoindex",450476,eng,English,,software,,0,,,,"07.09.2018, 09.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gurla #1 (19xx)( ),Gurla,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Gusta #1 (19xx)(Gaygate),79,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Gusta_1_19xx_Gaygate,,"index,nonoindex",7220534,eng,English,,software,,1,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Gusta #1 (19xx)(Gaygate),Gusta,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary,fav-kemmotar",,,,,Hack #1 (1991)(HWA),93,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hack_1_1991_HWA,,"index,nonoindex",6196261,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hack #1 (1991)(HWA),Hack,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hack World #7 (1992)(Kop),95,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hack_World_7_1992_Kop,,"index,nonoindex",4006349,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hack World #7 (1992)(Kop),Hack World,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hack World #8 (1992)(Kop),66,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hack_World_8_1992_Kop,,"index,nonoindex",2506540,eng,English,,software,,1,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hack World #8 (1992)(Kop),Hack World,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hack! #002 (1991 11 30)(Hackers with Attitudes),61,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hack_002_1991-11-30_Hackers_with_Attitudes,,"index,nonoindex",5523173,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hack! #002 (1991 11 30)(Hackers with Attitudes),Hack!,,,0,
,ia906100_2,,,"diskmags,softwarelibrary_msdos_zzt,softwarelibrary_msdos,softwarelibrary,fav-bencollver",,,JMStuckman,18.07.1996,Game created using the ZZT engine.,152,,,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,ZIP",,zzt_hackers,,"index,nonoindex",2611603,,,,software,,2,,,,"13.02.2016, 22.01.2017",MS-DOS,13.02.2016,Zed-Omega Productions,,,,,,,ZZT diskmags,Hacker's Guide to ZZT,Hacker's Guide to ZZT,,,2,1996
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hackworld #3 (1991 07 08)(Die Hard Hackers),145,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hackworld_3_1991-07-08_Die_Hard_Hackers,,"index,nonoindex",3720692,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hackworld #3 (1991 07 08)(Die Hard Hackers),Hackworld,,,0,
