avg_rating,backup_location,btih,call_number,collection,contributor,coverage,creator,date,description,downloads,external-identifier,foldoutcount,format,genre,identifier,imagecount,indexflag,item_size,language,language_full,licenseurl,mediatype,members,month,name,noindex,num_reviews,oai_updatedate,platform,publicdate,publisher,related-external-id,reviewdate,rights,scanningcentre,source,stripped_tags,subject,title,title_cleaned,type,volume,week,year
,ia905300_25,,,"diskmags,softwarelibrary,emulation",,,,04.06.1993,MS-DOS diskmag.,234,,,"Animated GIF,Archive BitTorrent,Emulator Screenshot,Item Image,JPEG,JPEG Thumb,Metadata,PNG,ZIP",,pulse3,,"index,nonoindex",641484,eng,English,,software,,0,,,,"05.02.2015, 27.01.2023",MS-DOS,05.02.2015,,,,,,,,"diskmags,MS-DOS diskmags",Pulse #3,Pulse,,,0,1993
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse #5, The (1993 11)(Regina The Pulse Magazine Staff)",124,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_5_The_1993-11_Regina_The_Pulse_Magazine_Staff,,"index,nonoindex",2870137,eng,English,,software,,0,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse #5, The (1993 11)(Regina The Pulse Magazine Staff)",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse #9, The (1994 03 01)(Regina The Pulse Magazine Staff)",78,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_9_The_1994-03-01_Regina_The_Pulse_Magazine_Staff,,"index,nonoindex",4883238,eng,English,,software,,0,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse #9, The (1994 03 01)(Regina The Pulse Magazine Staff)",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The #01 (1993 06)(Gridpoint)",57,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_The_01_1993-06_Gridpoint,,"index,nonoindex",1539879,eng,English,,software,,2,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The #01 (1993 06)(Gridpoint)",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The #02 (1990)(Foxbat)",78,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_The_02_1990_Foxbat,,"index,nonoindex",6751817,eng,English,,software,,1,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The #02 (1990)(Foxbat)",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The #06 (1993 12)(Regina)",62,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_The_06_1993-12_Regina,,"index,nonoindex",1631556,eng,English,,software,,1,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The #06 (1993 12)(Regina)",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The #07 (1993 12 29)(Regina)",55,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_The_07_1993-12-29_Regina,,"index,nonoindex",1321087,eng,English,,software,,1,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The #07 (1993 12 29)(Regina)",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The #08 (1994 02)(Regina)",110,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_The_08_1994-02_Regina,,"index,nonoindex",6847228,eng,English,,software,,0,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The #08 (1994 02)(Regina)",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The #16 (1995 07 01)( )",58,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_The_16_1995-07-01_-,,"index,nonoindex",1334467,eng,English,,software,,1,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The #16 (1995 07 01)( )",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The #20 (1995 12 29)( )",65,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Pulse_The_20_1995-12-29_-,,"index,nonoindex",2571249,eng,English,,software,,0,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The #20 (1995 12 29)( )",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The #23 (1996 04)(Shape)",68,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_The_23_1996-04_Shape,,"index,nonoindex",974091,eng,English,,software,,0,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The #23 (1996 04)(Shape)",Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse, The No More (1996)(Pulse)",65,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_The_No_More_1996_Pulse,,"index,nonoindex",1035636,eng,English,,software,,0,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse, The No More (1996)(Pulse)",Pulse No More,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Pyton #01 (1993)(Wolverine),95,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pyton_01_1993_Wolverine,,"index,nonoindex",2734943,eng,English,,software,,0,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Pyton #01 (1993)(Wolverine),Pyton,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Pyton #02 (19xx)( ),94,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pyton_02_19xx_-,,"index,nonoindex",3359014,eng,English,,software,,0,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Pyton #02 (19xx)( ),Pyton,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Pyton Collection #1 2 3 (19xx)( ),65,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pyton_Collection_1-2-3_19xx_-,,"index,nonoindex",8118881,eng,English,,software,,0,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Pyton Collection #1 2 3 (19xx)( ),Pyton Collection,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Pyton Collection (19xx)( ),70,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pyton_Collection_19xx_-,,"index,nonoindex",8343008,eng,English,,software,,1,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Pyton Collection (19xx)( ),Pyton Collection,,,1,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Quebec Hash #5 (1990 12)( ),93,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Quebec_Hash_5_1990-12_-,,"index,nonoindex",2066100,eng,English,,software,,0,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Quebec Hash #5 (1990 12)( ),Quebec Hash,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Quebec Hash Preview (1990 08 13)(Death),68,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Quebec_Hash_Preview_1990-08-13_Death,,"index,nonoindex",7056154,eng,English,,software,,4,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Quebec Hash Preview (1990 08 13)(Death),Quebec Hash Preview,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Querbyte #01 (19xx)(Civitas),107,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Querbyte_01_19xx_Civitas,,"index,nonoindex",9782384,eng,English,,software,,3,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Querbyte #01 (19xx)(Civitas),Querbyte,,,3,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Querbyte #02 (19xx)(Civitas),54,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Querbyte_02_19xx_Civitas,,"index,nonoindex",954601,eng,English,,software,,0,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Querbyte #02 (19xx)(Civitas),Querbyte,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Rag Research Review #1 (19xx)(Animals),136,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Rag_Research_Review_1_19xx_Animals,,"index,nonoindex",2986271,eng,English,,software,,4,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Rag Research Review #1 (19xx)(Animals),Rag Research Review,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Ragged #01 (1994)(Penis Fucktory),177,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Ragged_01_1994_Penis-Fucktory,,"index,nonoindex",3100962,eng,English,,software,,15,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Ragged #01 (1994)(Penis Fucktory),Ragged,,,1,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Ragged #1 (1994)(Penis Fucktory),119,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Ragged_1_1994_Penis_Fucktory,,"index,nonoindex",6131900,eng,English,,software,,10,,,,"18.09.2018, 15.06.2020",Commodore 64,18.09.2018,,,,,,,,,Ragged #1 (1994)(Penis Fucktory),Ragged,,,1,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Rags #01 (1990)(Modo),128,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Rags_01_1990_Modo,,"index,nonoindex",9356692,eng,English,,software,,1,,,,"18.09.2018, 16.06.2020",Commodore 64,18.09.2018,,,,,,,,,Rags #01 (1990)(Modo),Rags,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Rags #02 (1990)(Modo),81,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Rags_02_1990_Modo,,"index,nonoindex",2640901,eng,English,,software,,0,,,,"18.09.2018, 16.06.2020",Commodore 64,18.09.2018,,,,,,,,,Rags #02 (1990)(Modo),Rags,,,0,
,,,,"softwarelibrary_c64_demos,softwarelibrary_c64,softwarelibrary",,,Excess,01.02.2020,Full demo information and links at https://www.pouet.net/prod.php?which=85521 RapidNews #10 by Excess Type: diskmag Release Date: february 2020 Release Party:,28,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,Metadata,Text,Unknown",,pouet_85521,,"index,nonoindex",215251,,,,software,,1,,,,"17.06.2020, 17.06.2020",Commodore 64,17.06.2020,,,,,,,"a href=""https://www.pouet.net/prod.php?which=85521"" rel=""nofollow""",,RapidNews #10 by Excess,RapidNews,,,1,2020
,,,,"softwarelibrary_c64_demos,softwarelibrary_c64,softwarelibrary",,,Excess,01.04.2020,Full demo information and links at https://www.pouet.net/prod.php?which=85523 RapidNews #11 by Excess Type: diskmag Release Date: april 2020 Release Party:,37,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,Metadata,Text,Unknown",,pouet_85523,,"index,nonoindex",215267,,,,software,,0,,,,"16.06.2020, 16.06.2020",Commodore 64,16.06.2020,,,,,,,"a href=""https://www.pouet.net/prod.php?which=85523"" rel=""nofollow""",,RapidNews #11 by Excess,RapidNews,,,0,2020
,,,,"softwarelibrary_c64_demos,softwarelibrary_c64,softwarelibrary",,,Excess,01.09.2019,Full demo information and links at https://www.pouet.net/prod.php?which=82831 RapidNews #7 by Excess Type: diskmag Release Date: september 2019 Release Party:,21,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,Metadata,Text,Unknown",,pouet_82831,,"index,nonoindex",245617,,,,software,,2,,,,"18.06.2020, 18.06.2020",Commodore 64,18.06.2020,,,,,,,"a href=""https://www.pouet.net/prod.php?which=82831"" rel=""nofollow""",,RapidNews #7 by Excess,RapidNews,,,1,2019
,,,,"softwarelibrary_c64_demos,softwarelibrary_c64,softwarelibrary",,,Excess,01.11.2019,Full demo information and links at https://www.pouet.net/prod.php?which=83628 RapidNews #8 by Excess Type: diskmag Release Date: november 2019 Release Party:,17,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,Metadata,Text,Unknown",,pouet_83628,,"index,nonoindex",206890,,,,software,,1,,,,"17.06.2020, 17.06.2020",Commodore 64,17.06.2020,,,,,,,"a href=""https://www.pouet.net/prod.php?which=83628"" rel=""nofollow""",,RapidNews #8 by Excess,RapidNews,,,1,2019
,,,,"softwarelibrary_c64_demos,softwarelibrary_c64,softwarelibrary",,,Excess,01.12.2019,Full demo information and links at https://www.pouet.net/prod.php?which=84350 RapidNews #9 by Excess Type: diskmag Release Date: december 2019 Release Party:,30,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,Metadata,Text,Unknown",,pouet_84350,,"index,nonoindex",206859,,,,software,,2,,,,"17.06.2020, 17.06.2020",Commodore 64,17.06.2020,,,,,,,"a href=""https://www.pouet.net/prod.php?which=84350"" rel=""nofollow""",,RapidNews #9 by Excess,RapidNews,,,2,2019
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Rappages #Preview (19xx)(Rappages),62,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Rappages_Preview_19xx_Rappages,,"index,nonoindex",1212403,eng,English,,software,,2,,,,"18.09.2018, 16.06.2020",Commodore 64,18.09.2018,,,,,,,,,Rappages #Preview (19xx)(Rappages),Rappages,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Raver #1 (1996 01 10)(Raver Magazine Staff),84,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Raver_1_1996-01-10_Raver_Magazine_Staff,,"index,nonoindex",2969982,eng,English,,software,,2,,,,"18.09.2018, 16.06.2020",Commodore 64,18.09.2018,,,,,,,,,Raver #1 (1996 01 10)(Raver Magazine Staff),Raver,,,1,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 84 1 (1984)(Run Magazine Staff)(Side A),180,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_84-1_1984_Run_Magazine_Staff_Side_A,,"index,nonoindex",3468024,eng,English,,software,,1,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 84 1 (1984)(Run Magazine Staff)(Side A),Re run1,,,1,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 84 2 (1984)(Run Magazine Staff),54,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_84-2_1984_Run_Magazine_Staff,,"index,nonoindex",676389,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 84 2 (1984)(Run Magazine Staff),Re run2,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 85 1 (1985)(Run Magazine Staff),31,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_85-1_1985_Run_Magazine_Staff,,"index,nonoindex",619533,eng,English,,software,,1,,,,"15.04.2021, 17.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 85 1 (1985)(Run Magazine Staff),Re run1,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 85 2 (1985)(Run Magazine Staff)(Side A),64,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_85-2_1985_Run_Magazine_Staff_Side_A,,"index,nonoindex",632929,eng,English,,software,,13,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 85 2 (1985)(Run Magazine Staff)(Side A),Re run2,,,4,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 85 2 (1985)(Run Magazine Staff)(Side B),59,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_85-2_1985_Run_Magazine_Staff_Side_B,,"index,nonoindex",728964,eng,English,,software,,5,,,,"15.04.2021, 17.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 85 2 (1985)(Run Magazine Staff)(Side B),Re run2,,,2,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 85 3 (1985)(Run Magazine Staff),66,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_85-3_1985_Run_Magazine_Staff,,"index,nonoindex",410479,eng,English,,software,,4,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 85 3 (1985)(Run Magazine Staff),Re run3,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 85 4 (1985)(Run Magazine Staff),34,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_85-4_1985_Run_Magazine_Staff,,"index,nonoindex",651583,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 85 4 (1985)(Run Magazine Staff),Re run4,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 86 1 (1986)(Run Magazine Staff),42,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_86-1_1986_Run_Magazine_Staff,,"index,nonoindex",645106,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 86 1 (1986)(Run Magazine Staff),Re run1,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 86 2 (1986)(Run Magazine Staff),45,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_86-2_1986_Run_Magazine_Staff,,"index,nonoindex",689392,eng,English,,software,,3,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 86 2 (1986)(Run Magazine Staff),Re run2,,,1,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 86 3 (1986)(Run Magazine Staff),44,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_86-3_1986_Run_Magazine_Staff,,"index,nonoindex",676389,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 86 3 (1986)(Run Magazine Staff),Re run3,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 86 4 (1986)(Run Magazine Staff),55,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_86-4_1986_Run_Magazine_Staff,,"index,nonoindex",688706,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 86 4 (1986)(Run Magazine Staff),Re run4,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 86 5 (1986)(Run Magazine Staff),88,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_86-5_1986_Run_Magazine_Staff,,"index,nonoindex",484742,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 86 5 (1986)(Run Magazine Staff),Re run5,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 86 6 (1986)(Run Magazine Staff),36,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_86-6_1986_Run_Magazine_Staff,,"index,nonoindex",677072,eng,English,,software,,0,,,,"15.04.2021, 17.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 86 6 (1986)(Run Magazine Staff),Re run6,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 87 1 (1987)(Run Magazine Staff),42,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_87-1_1987_Run_Magazine_Staff,,"index,nonoindex",689389,eng,English,,software,,6,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 87 1 (1987)(Run Magazine Staff),Re run1,,,2,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 87 2 (1987)(Run Magazine Staff),40,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_87-2_1987_Run_Magazine_Staff,,"index,nonoindex",441572,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 87 2 (1987)(Run Magazine Staff),Re run2,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 87 3 (1987)(Run Magazine Staff),36,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_87-3_1987_Run_Magazine_Staff,,"index,nonoindex",580483,eng,English,,software,,0,,,,"15.04.2021, 17.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 87 3 (1987)(Run Magazine Staff),Re run3,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 87 4 (1987)(Run Magazine Staff),39,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_87-4_1987_Run_Magazine_Staff,,"index,nonoindex",580486,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 87 4 (1987)(Run Magazine Staff),Re run4,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,Re run 87 5 (1987)(Run Magazine Staff),57,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,Re-run_87-5_1987_Run_Magazine_Staff,,"index,nonoindex",593830,eng,English,,software,,0,,,,"15.04.2021, 16.04.2021",Commodore 64,15.04.2021,,,,,,,,,Re run 87 5 (1987)(Run Magazine Staff),Re run5,,,0,
