issue,title,platform,group,release,release_converted,link,download_links,external_links
Old Daddy 1,Old Daddy,Amiga OCS/ECS,animators,november 1991,01.11.1991,https://www.pouet.net/prod.php?which=34505,http://ftp.amigascne.org/pub/amiga/Groups/A/Animators/ANIMATORS-OldDaddy01,"http://demozoo.org/productions/182324/, https://www.pouet.net/mirrors.php?which=34505"
Old Daddy 2,Old Daddy,Amiga OCS/ECS,animators,march 1992,01.03.1992,https://www.pouet.net/prod.php?which=31948,https://files.scene.org/view/mirrors/amigascne/Groups/A/Animators/odaddy2.dms,"http://demozoo.org/productions/172440/, https://www.youtube.com/watch?v=lCCr1DUjTC0, https://www.pouet.net/mirrors.php?which=31948"
Old Daddy 3,Old Daddy,Amiga OCS/ECS,animators,december 1994,01.12.1994,https://www.pouet.net/prod.php?which=32885,http://ftp.amigascne.org/pub/amiga/Groups/A/Animators/Animators-OldDaddy3.lha,"http://demozoo.org/productions/182325/, https://www.pouet.net/mirrors.php?which=32885"
One More Shit,One More Shit,Amiga OCS/ECS,Neanderthal Men,1993,01.01.1993,https://www.pouet.net/prod.php?which=86864,http://ftp.amigascne.org/pub/amiga/Groups/N/NeanderthalMen/NeanderthalMen-OneMoreShit.adf,"http://demozoo.org/productions/219575/, https://www.pouet.net/mirrors.php?which=86864"
ooze #3,Ooze,MS-Dos,Insane Creators Enterprise,may 1998,01.05.1998,https://www.pouet.net/prod.php?which=16772,https://files.scene.org/view/mags/ooze/ooze-03.zip,"http://demozoo.org/productions/171318/, https://www.pouet.net/mirrors.php?which=16772"
Opinion #1,Opinion,Commodore 64,Secure,1991,01.01.1991,https://www.pouet.net/prod.php?which=45910,http://csdb.dk/getinternalfile.php/36834/secure_-_opinion_1.zip,"http://csdb.dk/release/?id=45813, https://www.pouet.net/mirrors.php?which=45910"
Opinion #2,Opinion,Commodore 64,Secure,may 1991,01.05.1991,https://www.pouet.net/prod.php?which=45908,http://csdb.dk/getinternalfile.php/37041/secure_-_opinion_2.zip,"http://csdb.dk/release/?id=46021, https://www.pouet.net/mirrors.php?which=45908"
Opinion #3,Opinion,Commodore 64,Secure,1991,01.01.1991,https://www.pouet.net/prod.php?which=45911,http://csdb.dk/getinternalfile.php/36835/secure_-_opinion_3.zip,"http://csdb.dk/release/?id=45814, https://www.pouet.net/mirrors.php?which=45911"
Orbservant #001,Orbservant,Commodore 64,Orbs,october 1991,01.10.1991,https://www.pouet.net/prod.php?which=36900,http://csdb.dk/getinternalfile.php/32459/orbservant 1.zip,"http://csdb.dk/release/?id=41890, https://www.pouet.net/mirrors.php?which=36900"
Orbservant #002,Orbservant,Commodore 64,Orbs,december 1991,01.12.1991,https://www.pouet.net/prod.php?which=36898,http://csdb.dk/getinternalfile.php/32460/observant02.zip,"http://csdb.dk/release/?id=41892, https://www.pouet.net/mirrors.php?which=36898"
Orbservant #003,Orbservant,Commodore 64,Orbs,january 1992,01.01.1992,https://www.pouet.net/prod.php?which=36896,http://csdb.dk/getinternalfile.php/32462/orbservant03.zip,"http://csdb.dk/release/?id=41893, https://www.pouet.net/mirrors.php?which=36896"
Orbservant #004,Orbservant,Commodore 64,Orbs,may 1992,01.05.1992,https://www.pouet.net/prod.php?which=36893,http://csdb.dk/getinternalfile.php/32463/orbservant04.zip,"http://csdb.dk/release/?id=41894, https://www.pouet.net/mirrors.php?which=36893"
Out of Space1,Out of Space,Amiga OCS/ECS,NFA,,,https://www.pouet.net/prod.php?which=10765,https://files.scene.org/view/mirrors/amigascne/Groups/N/NFA/NFA-OutOfSp1.DMS,"http://demozoo.org/productions/276642/, https://www.pouet.net/mirrors.php?which=10765"
Outbreak #1,Outbreak,Commodore 64,Tristar,october 1990,01.10.1990,https://www.pouet.net/prod.php?which=44747,http://csdb.dk/getinternalfile.php/52035/Outbreak %231_Tristar.d64,"http://csdb.dk/release/?id=60218, https://www.pouet.net/mirrors.php?which=44747"
Outbreak #2,Outbreak,Commodore 64,Tristar,november 1990,01.11.1990,https://www.pouet.net/prod.php?which=44746,http://csdb.dk/getinternalfile.php/36862/Outbreak %232.zip,"http://csdb.dk/release/?id=45837, https://www.pouet.net/mirrors.php?which=44746"
Outcast 02,Outcast,Amiga AGA,Neo,july 1995,01.07.1995,https://www.pouet.net/prod.php?which=77238,http://ftp.amigascne.org/pub/amiga/Packdisks/NEO/NEO-Outcast02.adf,"http://demozoo.org/productions/190850/, https://www.pouet.net/mirrors.php?which=77238"
Outcast Pack menu,Outcast,Amiga OCS/ECS,Neo,,,https://www.pouet.net/prod.php?which=32909,https://files.scene.org/view/mirrors/amigascne/Groups/N/Neo/NEO-Outcast02Menu,"http://demozoo.org/productions/276673/, https://www.pouet.net/mirrors.php?which=32909"
Outdoor #1,Outdoor,Commodore 64,A-Soft,march 1993,01.03.1993,https://www.pouet.net/prod.php?which=37784,http://csdb.dk/getinternalfile.php/28425/Outdoor01.zip,"http://csdb.dk/release/?id=5383, http://demozoo.org/productions/188993/, https://www.pouet.net/mirrors.php?which=37784"
Outdoor #2,Outdoor,Commodore 64,A-Soft,august 1993,01.08.1993,https://www.pouet.net/prod.php?which=37783,https://csdb.dk/release/download.php?id=42284,"http://csdb.dk/release/?id=5384, http://demozoo.org/productions/188994/, https://www.pouet.net/mirrors.php?which=37783"
Outdoor #3,Outdoor,Commodore 64,"x-rated, Black Code Design",march 1994,01.03.1994,https://www.pouet.net/prod.php?which=43898,http://csdb.dk/getinternalfile.php/24836/outdoor03.zip,"http://csdb.dk/release/?id=5385, https://www.pouet.net/mirrors.php?which=43898"
Outdoor #4,Outdoor,Commodore 64,Excess,july 1994,01.07.1994,https://www.pouet.net/prod.php?which=42611,http://noname.c64.org/csdb/release/download.php?id=50003,"http://csdb.dk/release/?id=5386, https://www.pouet.net/mirrors.php?which=42611"
Outer Limits 2,Outer Limits,Amiga OCS/ECS,Polaris,1992,01.01.1992,https://www.pouet.net/prod.php?which=69017,http://ftp.amigascne.org/pub/amiga/Groups/P/Polaris/POLARIS-OuterLimits2.DMS,"http://demozoo.org/productions/254325/, https://www.pouet.net/mirrors.php?which=69017"
Outer Limits 3,Outer Limits,Amiga OCS/ECS,Polaris,may 1992,01.05.1992,https://www.pouet.net/prod.php?which=69018,http://ftp.amigascne.org/pub/amiga/Groups/P/Polaris/POLARIS-OuterLimits3.DMS,"http://demozoo.org/productions/254327/, https://www.pouet.net/mirrors.php?which=69018"
Outer Limits 4,Outer Limits,Amiga OCS/ECS,Polaris,november 1992,01.11.1992,https://www.pouet.net/prod.php?which=69019,http://ftp.amigascne.org/pub/amiga/Groups/P/Polaris/POLARIS-OuterLimits04.dms,"http://demozoo.org/productions/254329/, https://www.pouet.net/mirrors.php?which=69019"
Outer Limits 5,Outer Limits,Amiga OCS/ECS,Polaris,may 1993,01.05.1993,https://www.pouet.net/prod.php?which=69020,http://ftp.amigascne.org/pub/amiga/Groups/P/Polaris/POLARIS-OuterLimits5.DMS,"http://demozoo.org/productions/254331/, https://www.pouet.net/mirrors.php?which=69020"
Outlaw #02,Outlaw,Amiga OCS/ECS,Eremation,april 1994,01.04.1994,https://www.pouet.net/prod.php?which=52112,http://ftp.amigascne.org/pub/amiga/Groups/E/Eremation/EREMATION-Outlaw02.dms,"http://demozoo.org/productions/151215/, http://fading-twilight.atari.org/fading_twilight_dual_layer_dvd/TUNEZ/A/AJT/4CHANNEL/OUTLAW2/OUTLAW_2.MOD, https://www.pouet.net/mirrors.php?which=52112"
Outline #0,Outline,Commodore 64,"Outline Staff, Lords",1990,01.01.1990,https://www.pouet.net/prod.php?which=39577,http://csdb.dk/getinternalfile.php/36781/Outline%230_Lords.zip,"http://csdb.dk/release/?id=24596, https://www.pouet.net/mirrors.php?which=39577"
Outline #1,Outline,Commodore 64,Outline Staff,1990,01.01.1990,https://www.pouet.net/prod.php?which=39578,http://csdb.dk/getinternalfile.php/36783/Outline%231_Lords.zip,"http://csdb.dk/release/?id=24591, https://www.pouet.net/mirrors.php?which=39578"
Outline #2,Outline,Commodore 64,"Outline Staff, Lords",1990,01.01.1990,https://www.pouet.net/prod.php?which=39576,http://csdb.dk/getinternalfile.php/36782/Outline%232_Lords.zip,"http://csdb.dk/release/?id=24592, https://www.pouet.net/mirrors.php?which=39576"
Outrage #01,Outrage,Commodore 64,Spherical Designs,february 1991,01.02.1991,https://www.pouet.net/prod.php?which=46653,http://csdb.dk/getinternalfile.php/22921/outrage01.zip,"http://csdb.dk/release/?id=33779, https://www.pouet.net/mirrors.php?which=46653"
Outrage #02,Outrage,Commodore 64,Spherical Designs,1991,01.01.1991,https://www.pouet.net/prod.php?which=46652,http://csdb.dk/getinternalfile.php/22072/outrage02.zip,"http://csdb.dk/release/?id=5387, https://www.pouet.net/mirrors.php?which=46652"
Outrage #03,Outrage,Commodore 64,Spherical Designs,1991,01.01.1991,https://www.pouet.net/prod.php?which=46658,http://csdb.dk/getinternalfile.php/22922/outrage03.zip,"http://csdb.dk/release/?id=33780, https://www.pouet.net/mirrors.php?which=46658"
Outrage #04,Outrage,Commodore 64,Spherical Designs,1991,01.01.1991,https://www.pouet.net/prod.php?which=46651,http://csdb.dk/getinternalfile.php/22923/outrage04.zip,"http://csdb.dk/release/?id=33781, https://www.pouet.net/mirrors.php?which=46651"
Outrage #06,Outrage,Commodore 64,Spherical Designs,1991,01.01.1991,https://www.pouet.net/prod.php?which=46657,http://csdb.dk/getinternalfile.php/22924/outrage06.zip,"http://csdb.dk/release/?id=33782, https://www.pouet.net/mirrors.php?which=46657"
Ovation #1,Ovation,Amstrad CPC,Dirty Minds,august 1996,01.08.1996,https://www.pouet.net/prod.php?which=9741,https://ftp.untergrund.net/users/havoc/POUET/cpc/OVATION1.ZIP,"http://demozoo.org/productions/175596/, https://www.pouet.net/mirrors.php?which=9741"
Ovation #2,Ovation,Amstrad CPC,Dirty Minds,november 1996,01.11.1996,https://www.pouet.net/prod.php?which=9742,https://ftp.untergrund.net/users/havoc/POUET/cpc/OVATION2.ZIP,"http://demozoo.org/productions/175597/, https://www.pouet.net/mirrors.php?which=9742"
Ovation #3,Ovation,Amstrad CPC,Dirty Minds,february 1997,01.02.1997,https://www.pouet.net/prod.php?which=9743,https://ftp.untergrund.net/users/havoc/POUET/cpc/OVATION3.ZIP,"http://demozoo.org/productions/175598/, https://www.pouet.net/mirrors.php?which=9743"
Ovation #4,Ovation,Amstrad CPC,Dirty Minds,november 1997,01.11.1997,https://www.pouet.net/prod.php?which=9744,https://ftp.untergrund.net/users/havoc/POUET/cpc/OVATION4.ZIP,"http://demozoo.org/productions/175599/, https://www.pouet.net/mirrors.php?which=9744"
Ovation issue 5,Ovation,Amstrad CPC,Dirty Minds,june 1999,01.06.1999,https://www.pouet.net/prod.php?which=1545,https://ftp.untergrund.net/users/havoc/POUET/cpc/OVATION5.ZIP,"http://demozoo.org/productions/175600/, https://www.pouet.net/mirrors.php?which=1545"
Ovation6 preview (v1.3),Ovation,Amstrad CPC,Dirty Minds,,,https://www.pouet.net/prod.php?which=7689,http://cpcrulez.fr/Scene_Discmags/index.php?download=cMjW4M7Jj7Gry9XMhsje0dyIm7vl,"http://demozoo.org/productions/175601/, https://www.pouet.net/mirrors.php?which=7689"
Overflow #1,Overflow,MS-Dos,Deus,february 1995,01.02.1995,https://www.pouet.net/prod.php?which=62447,https://files.scene.org/view/demos/groups/deus/overflow.zip,"http://demozoo.org/productions/267398/, https://www.pouet.net/mirrors.php?which=62447"
Overshadow #01,Overshadow,Commodore 64,Angels,1997,01.01.1997,https://www.pouet.net/prod.php?which=45551,http://csdb.dk/getinternalfile.php/1079/os01.rar,"http://csdb.dk/release/?id=8909, https://www.pouet.net/mirrors.php?which=45551"
Overshadow #02,Overshadow,Commodore 64,Angels,1997,01.01.1997,https://www.pouet.net/prod.php?which=45549,http://csdb.dk/getinternalfile.php/1080/os02.rar,"http://csdb.dk/release/?id=8910, https://www.pouet.net/mirrors.php?which=45549"
Overshadow #03,Overshadow,Commodore 64,Angels,1997,01.01.1997,https://www.pouet.net/prod.php?which=45548,http://csdb.dk/getinternalfile.php/1081/os03.rar,"http://csdb.dk/release/?id=8913, https://www.pouet.net/mirrors.php?which=45548"
Overshadow #04,Overshadow,Commodore 64,Angels,1997,01.01.1997,https://www.pouet.net/prod.php?which=45547,http://csdb.dk/getinternalfile.php/1082/os04.rar,"http://csdb.dk/release/?id=8914, https://www.pouet.net/mirrors.php?which=45547"
Overshadow #05,Overshadow,Commodore 64,Angels,1997,01.01.1997,https://www.pouet.net/prod.php?which=45546,http://csdb.dk/getinternalfile.php/1138/os05.rar,"http://csdb.dk/release/?id=8915, https://www.pouet.net/mirrors.php?which=45546"
Overshadow #06,Overshadow,Commodore 64,Angels,1997,01.01.1997,https://www.pouet.net/prod.php?which=45545,http://csdb.dk/getinternalfile.php/1139/os06.rar,"http://csdb.dk/release/?id=8916, https://www.pouet.net/mirrors.php?which=45545"
Overshadow #07,Overshadow,Commodore 64,Angels,1997,01.01.1997,https://www.pouet.net/prod.php?which=45542,http://csdb.dk/getinternalfile.php/1140/os07.rar,"http://csdb.dk/release/?id=8917, https://www.pouet.net/mirrors.php?which=45542"
Overshadow #08,Overshadow,Commodore 64,Angels,1997,01.01.1997,https://www.pouet.net/prod.php?which=45541,http://csdb.dk/getinternalfile.php/1141/os08.rar,"http://csdb.dk/release/?id=8918, https://www.pouet.net/mirrors.php?which=45541"
Overshadow #09,Overshadow,Commodore 64,Angels,december 1997,01.12.1997,https://www.pouet.net/prod.php?which=45540,http://csdb.dk/getinternalfile.php/1142/os09.rar,"http://csdb.dk/release/?id=8919, https://www.pouet.net/mirrors.php?which=45540"
Overshadow #10,Overshadow,Commodore 64,Angels,february 1998,01.02.1998,https://www.pouet.net/prod.php?which=45539,http://csdb.dk/getinternalfile.php/1143/os10.rar,"http://csdb.dk/release/?id=8920, https://www.pouet.net/mirrors.php?which=45539"
Overshadow #11,Overshadow,Commodore 64,Angels,april 1998,01.04.1998,https://www.pouet.net/prod.php?which=45538,http://csdb.dk/getinternalfile.php/1144/os11.rar,"http://csdb.dk/release/?id=8921, https://www.pouet.net/mirrors.php?which=45538"
Overshadow #12,Overshadow,Commodore 64,Angels,may 1998,01.05.1998,https://www.pouet.net/prod.php?which=45537,http://csdb.dk/getinternalfile.php/1145/os12.rar,"http://csdb.dk/release/?id=8922, https://www.pouet.net/mirrors.php?which=45537"
Overshadow #13,Overshadow,Commodore 64,Angels,july 1998,01.07.1998,https://www.pouet.net/prod.php?which=45536,http://csdb.dk/getinternalfile.php/1146/os13.rar,"http://csdb.dk/release/?id=8923, https://www.pouet.net/mirrors.php?which=45536"
Overshadow #14,Overshadow,Commodore 64,Angels,september 1998,01.09.1998,https://www.pouet.net/prod.php?which=45535,http://csdb.dk/getinternalfile.php/1147/os14.rar,"http://csdb.dk/release/?id=8924, https://www.pouet.net/mirrors.php?which=45535"
Overshadow #15,Overshadow,Commodore 64,Angels,1999,01.01.1999,https://www.pouet.net/prod.php?which=45533,http://csdb.dk/getinternalfile.php/1148/os15.rar,"http://csdb.dk/release/?id=8925, https://www.pouet.net/mirrors.php?which=45533"
Overshadow #16,Overshadow,Commodore 64,Angels,1999,01.01.1999,https://www.pouet.net/prod.php?which=45532,http://csdb.dk/getinternalfile.php/1149/os16.rar,"http://csdb.dk/release/?id=8926, https://www.pouet.net/mirrors.php?which=45532"
Overshadow #17,Overshadow,Commodore 64,Angels,july 1999,01.07.1999,https://www.pouet.net/prod.php?which=45531,http://csdb.dk/getinternalfile.php/1150/os17.rar,"http://csdb.dk/release/?id=8927, https://www.pouet.net/mirrors.php?which=45531"
Overshadow #18,Overshadow,Commodore 64,Angels,august 1999,01.08.1999,https://www.pouet.net/prod.php?which=45530,http://csdb.dk/getinternalfile.php/1151/os18.rar,"http://csdb.dk/release/?id=8928, https://www.pouet.net/mirrors.php?which=45530"
Overshadow #19,Overshadow,Commodore 64,Angels,october 1999,01.10.1999,https://www.pouet.net/prod.php?which=45529,http://csdb.dk/getinternalfile.php/1152/os19.rar,"http://csdb.dk/release/?id=8929, https://www.pouet.net/mirrors.php?which=45529"
Overshadow #20,Overshadow,Commodore 64,Angels,november 1999,01.11.1999,https://www.pouet.net/prod.php?which=45528,http://csdb.dk/getinternalfile.php/1153/os20.rar,"http://csdb.dk/release/?id=8930, https://www.pouet.net/mirrors.php?which=45528"
Overshadow #21,Overshadow,Commodore 64,Angels,january 2000,01.01.2000,https://www.pouet.net/prod.php?which=45527,http://csdb.dk/getinternalfile.php/1154/os21.rar,"http://csdb.dk/release/?id=8932, https://www.pouet.net/mirrors.php?which=45527"
Overshadow #22,Overshadow,Commodore 64,Angels,april 2000,01.04.2000,https://www.pouet.net/prod.php?which=45526,http://csdb.dk/getinternalfile.php/1155/os22.rar,"http://csdb.dk/release/?id=8931, https://www.pouet.net/mirrors.php?which=45526"
Overshadow #23,Overshadow,Commodore 64,Angels,september 2000,01.09.2000,https://www.pouet.net/prod.php?which=45525,http://csdb.dk/getinternalfile.php/1156/os23.rar,"http://csdb.dk/release/?id=8933, https://www.pouet.net/mirrors.php?which=45525"
Overshadow #24,Overshadow,Commodore 64,Angels,february 2001,01.02.2001,https://www.pouet.net/prod.php?which=45524,http://csdb.dk/getinternalfile.php/1157/os24.rar,"http://csdb.dk/release/?id=8934, https://www.pouet.net/mirrors.php?which=45524"
Overshadow #25,Overshadow,Commodore 64,Angels,july 2001,01.07.2001,https://www.pouet.net/prod.php?which=45523,http://csdb.dk/getinternalfile.php/1158/os25.rar,"http://csdb.dk/release/?id=8935, https://www.pouet.net/mirrors.php?which=45523"
Overshadow #26,Overshadow,Commodore 64,Angels,january 2002,01.01.2002,https://www.pouet.net/prod.php?which=45522,http://csdb.dk/getinternalfile.php/1161/os26.rar,"http://csdb.dk/release/?id=8937, https://www.pouet.net/mirrors.php?which=45522"
Overshadow #27,Overshadow,Commodore 64,Angels,july 2002,01.07.2002,https://www.pouet.net/prod.php?which=45521,https://csdb.dk/release/download.php?id=9952,"http://csdb.dk/release/?id=8936, https://www.pouet.net/mirrors.php?which=45521"
Overshadow #28,Overshadow,Commodore 64,Angels,december 2002,01.12.2002,https://www.pouet.net/prod.php?which=45520,http://csdb.dk/getinternalfile.php/1163/os28.rar,"http://csdb.dk/release/?id=8938, https://www.pouet.net/mirrors.php?which=45520"
Overshadow #29*,Overshadow,Commodore 64,Angels,december 2003,01.12.2003,https://www.pouet.net/prod.php?which=45519,http://csdb.dk/getinternalfile.php/977/os29.rar,"http://csdb.dk/release/?id=11366, https://www.pouet.net/mirrors.php?which=45519"
Overshadow #30,Overshadow,Commodore 64,Angels,february 2005,01.02.2005,https://www.pouet.net/prod.php?which=45518,http://csdb.dk/getinternalfile.php/5520/os30.rar,"http://csdb.dk/release/?id=17053, https://www.pouet.net/mirrors.php?which=45518"
Overshadow #31,Overshadow,Commodore 64,Angels,august 2017,01.08.2017,https://www.pouet.net/prod.php?which=89357,https://csdb.dk/release/download.php?id=195351,"http://csdb.dk/release/?id=157967, https://www.pouet.net/mirrors.php?which=89357"
Overshadow #32,Overshadow,Commodore 64,Angels,december 2017,01.12.2017,https://www.pouet.net/prod.php?which=89356,https://csdb.dk/release/download.php?id=199195,"http://csdb.dk/release/?id=161090, https://www.pouet.net/mirrors.php?which=89356"
Overshadow #33,Overshadow,Commodore 64,Angels,november 2018,01.11.2018,https://www.pouet.net/prod.php?which=89355,https://csdb.dk/release/download.php?id=212088,"http://csdb.dk/release/?id=172046, https://www.pouet.net/mirrors.php?which=89355"
Overshadow #34,Overshadow,Commodore 64,Angels,december 2019,01.12.2019,https://www.pouet.net/prod.php?which=89354,https://csdb.dk/release/download.php?id=244089,"http://csdb.dk/release/?id=197559, https://www.pouet.net/mirrors.php?which=89354"
Overshadow #35,Overshadow,Commodore 64,Angels,august 2020,01.08.2020,https://www.pouet.net/prod.php?which=89353,https://csdb.dk/release/download.php?id=240195,"http://csdb.dk/release/?id=194357, https://www.pouet.net/mirrors.php?which=89353"
Overshadow #36,Overshadow,Commodore 64,Angels,june 2021,01.06.2021,https://www.pouet.net/prod.php?which=89352,https://csdb.dk/release/download.php?id=253761,"http://csdb.dk/release/?id=205427, http://demozoo.org/productions/300258/, https://www.pouet.net/mirrors.php?which=89352"
P.E.N.I.S. 1,P.E.N.I.S.,Amiga OCS/ECS,Doctor Mabuse Orgasm Crackings,april 1989,01.04.1989,https://www.pouet.net/prod.php?which=10654,https://files.scene.org/view/mirrors/amigascne/Groups/D/DOC/DOC-Penis1.DMS,"http://demozoo.org/productions/151362/, https://www.pouet.net/mirrors.php?which=10654"
P.E.N.I.S. 2,P.E.N.I.S.,Amiga OCS/ECS,Doctor Mabuse Orgasm Crackings,may 1989,01.05.1989,https://www.pouet.net/prod.php?which=10655,https://files.scene.org/view/mirrors/amigascne/Groups/D/DOC/DOC-Penis2.dms,"http://demozoo.org/productions/151361/, https://www.pouet.net/mirrors.php?which=10655"
p.e.n.i.s. 3,P.E.N.I.S.,Amiga OCS/ECS,Doctor Mabuse Orgasm Crackings,june 1989,01.06.1989,https://www.pouet.net/prod.php?which=17642,http://ftp.amigascne.org/pub/amiga/Groups/D/DOC/DOC-Penis3.adf,"http://demozoo.org/productions/169806/, https://www.pouet.net/mirrors.php?which=17642"
Pac-Mag #09,Pac-Mag,Amiga OCS/ECS,2000AD,october 1992,01.10.1992,https://www.pouet.net/prod.php?which=55497,https://files.scene.org/view/mirrors/amigascne/Groups/0-9/2000AD/2000AD-PacMag09,"http://demozoo.org/productions/112022/, https://www.pouet.net/mirrors.php?which=55497"
Pac-Mag #10,Pac-Mag,Amiga OCS/ECS,2000AD,november 1992,01.11.1992,https://www.pouet.net/prod.php?which=7934,https://files.scene.org/view/mirrors/amigascne/Groups/0-9/2000AD/2000AD-PacMag10,"http://demozoo.org/productions/112023/, https://www.pouet.net/mirrors.php?which=7934"
Pac-Mag #11,Pac-Mag,Amiga OCS/ECS,2000AD,february 1993,01.02.1993,https://www.pouet.net/prod.php?which=55517,http://ftp.amigascne.org/pub/amiga/Groups/0-9/2000AD/2000AD-PacMag11,"http://demozoo.org/productions/112024/, https://www.pouet.net/mirrors.php?which=55517"
Pac-Mag #14,Pac-Mag,Amiga OCS/ECS,2000AD,may 1993,01.05.1993,https://www.pouet.net/prod.php?which=55518,http://ftp.amigascne.org/pub/amiga/Groups/0-9/2000AD/2000AD-PacMag14,"http://demozoo.org/productions/414/, https://www.pouet.net/mirrors.php?which=55518"
Pac-Mag #15,Pac-Mag,Amiga OCS/ECS,2000AD,june 1993,01.06.1993,https://www.pouet.net/prod.php?which=33092,http://ftp.amigascne.org/pub/amiga/Groups/0-9/2000AD/2000AD-Pacmag15,"http://demozoo.org/productions/419/, https://www.pouet.net/mirrors.php?which=33092"
Pac-Mag #16,Pac-Mag,Amiga OCS/ECS,2000AD,july 1993,01.07.1993,https://www.pouet.net/prod.php?which=55495,http://ftp.amigascne.org/pub/amiga/Groups/0-9/2000AD/2000AD-Pacmag16,"http://demozoo.org/productions/112063/, https://www.pouet.net/mirrors.php?which=55495"
Pac-Mag #17,Pac-Mag,Amiga OCS/ECS,2000AD,august 1993,01.08.1993,https://www.pouet.net/prod.php?which=55496,http://ftp.amigascne.org/pub/amiga/Groups/0-9/2000AD/2000AD-Pacmag17,"http://demozoo.org/productions/112064/, https://www.pouet.net/mirrors.php?which=55496"
Pac-Mag #18,Pac-Mag,Amiga OCS/ECS,2000AD,september 1993,01.09.1993,https://www.pouet.net/prod.php?which=33093,http://ftp.amigascne.org/pub/amiga/Groups/0-9/2000AD/2000AD-PacMag18,"http://demozoo.org/productions/112072/, https://www.pouet.net/mirrors.php?which=33093"
Pac-Mag #19,Pac-Mag,Amiga OCS/ECS,2000AD,october 1993,01.10.1993,https://www.pouet.net/prod.php?which=55519,http://ftp.amigascne.org/pub/amiga/Groups/0-9/2000AD/2000AD-Pacmag19,"http://demozoo.org/productions/112073/, https://www.pouet.net/mirrors.php?which=55519"
Package 112,Package 112,Amiga AGA,Honoo,april 1999,01.04.1999,https://www.pouet.net/prod.php?which=33586,http://honoo.free.fr/prods/package/Ho-Pa112.DMS,"http://demozoo.org/productions/203251/, https://www.pouet.net/mirrors.php?which=33586"
Pacmag #01,Pac-Mag,Amiga OCS/ECS,Palace,,,https://www.pouet.net/prod.php?which=56238,http://ftp.amigascne.org/pub/amiga/Groups/P/Palace/Palace-PacMag01,"http://demozoo.org/productions/111814/, https://www.pouet.net/mirrors.php?which=56238"
Pacmag #02,Pac-Mag,Amiga OCS/ECS,Palace,march 1992,01.03.1992,https://www.pouet.net/prod.php?which=56242,http://ftp.amigascne.org/pub/amiga/Groups/P/Palace/Palace-PacMag02,"http://demozoo.org/productions/253546/, https://www.pouet.net/mirrors.php?which=56242"
Pacmag #04,Pac-Mag,Amiga OCS/ECS,Palace,,,https://www.pouet.net/prod.php?which=55485,http://ftp.amigascne.org/pub/amiga/Groups/P/Palace/Palace-PacMag04,"http://demozoo.org/productions/112013/, https://www.pouet.net/mirrors.php?which=55485"
pacmag #06,Pac-Mag,Amiga OCS/ECS,Palace,july 1992,01.07.1992,https://www.pouet.net/prod.php?which=55520,https://files.scene.org/view/mirrors/amigascne/Groups/P/Palace/Palace-PacMag06,"http://demozoo.org/productions/253550/, https://www.pouet.net/mirrors.php?which=55520"
PacMag #06,Pac-Mag,Amiga OCS/ECS,Palace,1992,01.01.1992,https://www.pouet.net/prod.php?which=33097,http://ftp.amigascne.org/pub/amiga/Groups/0-9/5thGeneration/5TH_GEN-Dementia,"http://demozoo.org/productions/253550/, https://www.pouet.net/mirrors.php?which=33097"
Pacmag #21,Pac-Mag,Amiga OCS/ECS,Vanity,december 1993,01.12.1993,https://www.pouet.net/prod.php?which=93200,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag21,"http://demozoo.org/productions/112075/, https://www.pouet.net/mirrors.php?which=93200"
Pacmag #22,Pac-Mag,Amiga OCS/ECS,Vanity,january 1994,01.01.1994,https://www.pouet.net/prod.php?which=93201,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag22,"http://demozoo.org/productions/112076/, https://www.pouet.net/mirrors.php?which=93201"
Pacmag #23,Pac-Mag,Amiga OCS/ECS,Vanity,february 1994,01.02.1994,https://www.pouet.net/prod.php?which=93203,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag23,"http://demozoo.org/productions/112077/, https://www.pouet.net/mirrors.php?which=93203"
Pacmag #24,Pac-Mag,Amiga OCS/ECS,Vanity,march 1994,01.03.1994,https://www.pouet.net/prod.php?which=93216,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag24,"http://demozoo.org/productions/112078/, https://www.pouet.net/mirrors.php?which=93216"
pacmag #25,Pac-Mag,Amiga OCS/ECS,Vanity,april 1994,01.04.1994,https://www.pouet.net/prod.php?which=17559,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag25,"http://demozoo.org/productions/112079/, https://www.pouet.net/mirrors.php?which=17559"
pacmag #27,Pac-Mag,Amiga OCS/ECS,Vanity,june 1994,01.06.1994,https://www.pouet.net/prod.php?which=17558,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag27,"http://demozoo.org/productions/112081/, https://www.pouet.net/mirrors.php?which=17558"
Pacmag #28,Pac-Mag,Amiga OCS/ECS,Vanity,july 1994,01.07.1994,https://www.pouet.net/prod.php?which=93246,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag28,"http://demozoo.org/productions/112082/, https://www.pouet.net/mirrors.php?which=93246"
