issue,title,platform,group,release,release_converted,link,download_links,external_links
Pacmag #29,Pac-Mag,Amiga OCS/ECS,"Vanity, Humane",august 1994,01.08.1994,https://www.pouet.net/prod.php?which=93247,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag29,"http://demozoo.org/productions/112083/, https://www.pouet.net/mirrors.php?which=93247"
pacmag #30,Pac-Mag,Amiga OCS/ECS,Vanity,september 1994,01.09.1994,https://www.pouet.net/prod.php?which=17557,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag30,"http://demozoo.org/productions/112084/, https://www.pouet.net/mirrors.php?which=17557"
Pacmag #31,Pac-Mag,Amiga OCS/ECS,Vanity,october 1994,01.10.1994,https://www.pouet.net/prod.php?which=93251,https://files.scene.org/view/mags/pacmag/pacmag31.lha,"http://demozoo.org/productions/112085/, https://www.pouet.net/mirrors.php?which=93251"
Pacmag #32,Pac-Mag,Amiga OCS/ECS,Vanity,november 1994,01.11.1994,https://www.pouet.net/prod.php?which=93303,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag32,"http://demozoo.org/productions/112086/, https://www.pouet.net/mirrors.php?which=93303"
Pacmag #33,Pac-Mag,Amiga OCS/ECS,Vanity,december 1994,01.12.1994,https://www.pouet.net/prod.php?which=93371,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag33.lha,"http://demozoo.org/productions/112087/, https://www.pouet.net/mirrors.php?which=93371"
Pacmag #34,Pac-Mag,Amiga OCS/ECS,Vanity,january 1995,01.01.1995,https://www.pouet.net/prod.php?which=17546,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag34,"http://demozoo.org/productions/112088/, https://www.pouet.net/mirrors.php?which=17546"
Pacmag #35,Pac-Mag,Amiga OCS/ECS,Vanity,february 1995,01.02.1995,https://www.pouet.net/prod.php?which=17545,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag35,"http://demozoo.org/productions/112089/, https://www.pouet.net/mirrors.php?which=17545"
Pacmag #36,Pac-Mag,Amiga AGA,Vanity,march 1995,01.03.1995,https://www.pouet.net/prod.php?which=17544,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag36,"http://demozoo.org/productions/112090/, https://www.pouet.net/mirrors.php?which=17544"
Pacmag #37,Pac-Mag,Amiga AGA,Vanity,april 1995,01.04.1995,https://www.pouet.net/prod.php?which=17543,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag37,"http://demozoo.org/productions/112091/, https://www.pouet.net/mirrors.php?which=17543"
Pacmag #38,Pac-Mag,Amiga AGA,Vanity,may 1995,01.05.1995,https://www.pouet.net/prod.php?which=17542,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag38,"http://demozoo.org/productions/112092/, https://www.pouet.net/mirrors.php?which=17542"
Pacmag #39,Pac-Mag,Amiga AGA,Vanity,june 1995,01.06.1995,https://www.pouet.net/prod.php?which=17541,http://ftp.amigascne.org/pub/amiga/Groups/V/Vanity/Vanity-Pacmag39,"http://demozoo.org/productions/112093/, https://www.pouet.net/mirrors.php?which=17541"
Pacmag #40,Pac-Mag,Amiga AGA,Vanity,july 1995,01.07.1995,https://www.pouet.net/prod.php?which=17540,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag40.lha,"http://demozoo.org/productions/112094/, https://www.pouet.net/mirrors.php?which=17540"
Pacmag #41,Pac-Mag,Amiga AGA,Vanity,september 1995,01.09.1995,https://www.pouet.net/prod.php?which=17538,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/Vanity-Pacmag41.lha,"http://demozoo.org/productions/112095/, https://www.pouet.net/mirrors.php?which=17538"
Pacmag #42,Pac-Mag,Amiga AGA,Vanity,october 1995,01.10.1995,https://www.pouet.net/prod.php?which=17539,https://files.scene.org/view/mirrors/amigascne/Groups/V/Vanity/VANITY-PackMag42.lha,"http://demozoo.org/productions/112099/, https://www.pouet.net/mirrors.php?which=17539"
Paczka Tynku #1,Paczka Tynku,Atari XL/XE,"Bartman, Great Konop Soft",,,https://www.pouet.net/prod.php?which=27713,https://ftp.untergrund.net/users/ltk_tscc/fujiology/8BIT/SHADOWS/PACZKAT1.ZIP,"http://demozoo.org/productions/113552/, https://www.pouet.net/mirrors.php?which=27713"
Paczka Tynku #2,Paczka Tynku,Atari XL/XE,"Bartman, Great Konop Soft",,,https://www.pouet.net/prod.php?which=27802,http://asma.atari.org/asma/Composers/Czartynski_Marcin/Paczka_Tynku_2.sap,"http://demozoo.org/productions/113553/, https://www.pouet.net/mirrors.php?which=27802"
PAiN #48 (08/01),Pain,Windows,Pain Staff,august 2001,01.08.2001,https://www.pouet.net/prod.php?which=3444,https://files.scene.org/view/mags/pain/2001/pain0801.zip,"http://demozoo.org/productions/97421/, https://www.pouet.net/mirrors.php?which=3444"
pain #49 (10/01),Pain,Windows,Pain Staff,october 2001,01.10.2001,https://www.pouet.net/prod.php?which=3983,https://files.scene.org/view/mags/pain/2001/pain1001.zip,"http://demozoo.org/productions/97420/, https://www.pouet.net/mirrors.php?which=3983"
pain #50 (02/02),Pain,Windows,Pain Staff,february 2002,01.02.2002,https://www.pouet.net/prod.php?which=5224,https://files.scene.org/view/mags/pain/2002/pain0202.zip,"http://demozoo.org/productions/19011/, https://www.pouet.net/mirrors.php?which=5224"
PAiN #51 (07/02),Pain,Windows,Pain Staff,july 2002,01.07.2002,https://www.pouet.net/prod.php?which=6981,https://files.scene.org/view/mags/pain/2002/pain0702.zip,"http://demozoo.org/productions/19012/, https://www.pouet.net/mirrors.php?which=6981"
pain #52 (11/02),Pain,Windows,Pain Staff,october 2002,01.10.2002,https://www.pouet.net/prod.php?which=7801,https://files.scene.org/view/mags/pain/2002/pain1102.zip,"http://demozoo.org/productions/19013/, https://www.pouet.net/mirrors.php?which=7801"
pain #53 (02/03),Pain,Windows,Pain Staff,february 2003,01.02.2003,https://www.pouet.net/prod.php?which=8846,https://files.scene.org/view/mags/pain/2003/pain0203.zip,"http://demozoo.org/productions/8181/, https://www.pouet.net/mirrors.php?which=8846"
PAiN #54 (10/03),Pain,Windows,Pain Staff,october 2003,01.10.2003,https://www.pouet.net/prod.php?which=10858,https://files.scene.org/view/mags/pain/2003/pain1003.zip,"http://demozoo.org/productions/8179/, https://www.pouet.net/mirrors.php?which=10858"
pain #55 (03/04),Pain,Windows,Pain Staff,march 2004,01.03.2004,https://www.pouet.net/prod.php?which=11837,https://files.scene.org/view/mags/pain/2004/pain0304.zip,"http://demozoo.org/productions/8178/, https://www.pouet.net/mirrors.php?which=11837"
PAiN #56 (12/04),Pain,Windows,Pain Staff,december 2004,01.12.2004,https://www.pouet.net/prod.php?which=15072,https://files.scene.org/view/mags/pain/2004/pain1204.zip,"http://demozoo.org/productions/8176/, https://www.pouet.net/mirrors.php?which=15072"
PAiN #57 (10/05),Pain,Windows,Pain Staff,october 2005,01.10.2005,https://www.pouet.net/prod.php?which=19612,https://files.scene.org/view/mags/pain/2005/pain1005.zip,"http://demozoo.org/productions/8174/, https://www.pouet.net/mirrors.php?which=19612"
PAiN #58 (12/06),Pain,Windows,Pain Staff,december 2006,01.12.2006,https://www.pouet.net/prod.php?which=28451,https://files.scene.org/view/mags/pain/2006/pain1206.zip,"http://demozoo.org/productions/96885/, https://www.pouet.net/mirrors.php?which=28451"
pain #59 (12/07),Pain,Windows,Pain Staff,december 2007,01.12.2007,https://www.pouet.net/prod.php?which=34493,https://files.scene.org/view/mags/pain/2007/pain1207.zip,https://www.pouet.net/mirrors.php?which=34493
pain #59 (12/07) final,Pain,Windows,Pain Staff,january 2008,01.01.2008,https://www.pouet.net/prod.php?which=49000,https://files.scene.org/view/mags/pain/2007/pain1207final.zip,"http://demozoo.org/productions/60789/, https://www.pouet.net/mirrors.php?which=49000"
PAiN (00/00),Pain,Windows,Pain Staff,december 1999,01.12.1999,https://www.pouet.net/prod.php?which=2064,https://files.scene.org/view/mags/pain/1999/pain0000.zip,"http://demozoo.org/productions/60644/, https://www.pouet.net/mirrors.php?which=2064"
PAiN (01/94),Pain,MS-Dos,"Pain Staff, Pentagon",january 1994,01.01.1994,https://www.pouet.net/prod.php?which=2058,https://files.scene.org/view/mags/pain/1994/pain0194.zip,"http://demozoo.org/productions/19009/, https://www.pouet.net/mirrors.php?which=2058"
pain (01/95),Pain,MS-Dos,Pain Staff,january 1995,01.01.1995,https://www.pouet.net/prod.php?which=51384,https://files.scene.org/view/mags/pain/1995/pain0195.zip,"http://demozoo.org/productions/60637/, https://www.pouet.net/mirrors.php?which=51384"
Pain (01/97),Pain,MS-Dos,Pain Staff,january 1997,01.01.1997,https://www.pouet.net/prod.php?which=19724,https://files.scene.org/view/mags/pain/1997/pain0197.zip,"http://demozoo.org/productions/61244/, https://www.pouet.net/mirrors.php?which=19724"
pain (01/98),Pain,MS-Dos,Pain Staff,january 1998,01.01.1998,https://www.pouet.net/prod.php?which=51369,https://files.scene.org/view/mags/pain/1998/pain0198.zip,"http://demozoo.org/productions/62729/, https://www.pouet.net/mirrors.php?which=51369"
PAiN (02/00),Pain,Windows,Pain Staff,february 2000,01.02.2000,https://www.pouet.net/prod.php?which=2063,https://files.scene.org/view/mags/pain/2000/pain0200.zip,"http://demozoo.org/productions/97426/, https://www.pouet.net/mirrors.php?which=2063"
PAiN (02/01),Pain,Windows,Pain Staff,february 2001,01.02.2001,https://www.pouet.net/prod.php?which=1832,https://files.scene.org/view/mags/pain/2001/pain0201.zip,"http://demozoo.org/productions/97423/, https://www.pouet.net/mirrors.php?which=1832"
pain (02/94),Pain,MS-Dos,"Pain Staff, Pentagon",february 1994,01.02.1994,https://www.pouet.net/prod.php?which=13669,https://files.scene.org/view/mags/pain/1994/pain0294.zip,"http://demozoo.org/productions/60612/, https://www.pouet.net/mirrors.php?which=13669"
pain (02/95),Pain,MS-Dos,Pain Staff,february 1995,01.02.1995,https://www.pouet.net/prod.php?which=51383,https://files.scene.org/view/mags/pain/1995/pain0295.zip,"http://demozoo.org/productions/60638/, https://www.pouet.net/mirrors.php?which=51383"
pain (02/98),Pain,MS-Dos,Pain Staff,february 1998,01.02.1998,https://www.pouet.net/prod.php?which=51368,https://files.scene.org/view/mags/pain/1998/pain0298.zip,"http://demozoo.org/productions/63337/, https://www.pouet.net/mirrors.php?which=51368"
pain (02/99),Pain,MS-Dos,Pain Staff,february 1999,01.02.1999,https://www.pouet.net/prod.php?which=51361,https://files.scene.org/view/mags/pain/1999/pain0299.zip,https://www.pouet.net/mirrors.php?which=51361
pain (03/94),Pain,MS-Dos,"Pain Staff, Pentagon",march 1994,01.03.1994,https://www.pouet.net/prod.php?which=14072,https://files.scene.org/view/mags/pain/1994/pain0394.zip,"http://demozoo.org/productions/60613/, https://www.pouet.net/mirrors.php?which=14072"
pain (03/95),Pain,MS-Dos,Pain Staff,march 1995,01.03.1995,https://www.pouet.net/prod.php?which=51382,https://files.scene.org/view/mags/pain/1995/pain0395.zip,"http://demozoo.org/productions/60639/, https://www.pouet.net/mirrors.php?which=51382"
Pain (03/96),Pain,MS-Dos,Pain Staff,march 1996,01.03.1996,https://www.pouet.net/prod.php?which=19717,https://files.scene.org/view/mags/pain/1996/pain0396.zip,"http://demozoo.org/productions/60349/, https://www.pouet.net/mirrors.php?which=19717"
pain (03/97),Pain,MS-Dos,Pain Staff,march 1997,01.03.1997,https://www.pouet.net/prod.php?which=51377,https://files.scene.org/view/mags/pain/1997/pain0397.zip,"http://demozoo.org/productions/61404/, https://www.pouet.net/mirrors.php?which=51377"
pain (03/99),Pain,MS-Dos,Pain Staff,march 1999,01.03.1999,https://www.pouet.net/prod.php?which=51360,https://files.scene.org/view/mags/pain/1999/pain0399.zip,https://www.pouet.net/mirrors.php?which=51360
PAiN (04/01),Pain,Windows,Pain Staff,april 2001,01.04.2001,https://www.pouet.net/prod.php?which=2040,https://files.scene.org/view/mags/pain/2001/pain0401.zip,"http://demozoo.org/productions/97422/, https://www.pouet.net/mirrors.php?which=2040"
pain (04/94),Pain,MS-Dos,"Pain Staff, Pentagon",april 1994,01.04.1994,https://www.pouet.net/prod.php?which=14073,https://files.scene.org/view/mags/pain/1994/pain0494.zip,"http://demozoo.org/productions/60621/, https://www.pouet.net/mirrors.php?which=14073"
pain (04/95),Pain,MS-Dos,Pain Staff,april 1995,01.04.1995,https://www.pouet.net/prod.php?which=51381,https://files.scene.org/view/mags/pain/1995/pain0495.zip,"http://demozoo.org/productions/60640/, https://www.pouet.net/mirrors.php?which=51381"
Pain (04/96),Pain,MS-Dos,Pain Staff,april 1996,01.04.1996,https://www.pouet.net/prod.php?which=19718,https://files.scene.org/view/mags/pain/1996/pain0496.zip,"http://demozoo.org/productions/61160/, https://www.pouet.net/mirrors.php?which=19718"
pain (04/97),Pain,MS-Dos,Pain Staff,april 1997,01.04.1997,https://www.pouet.net/prod.php?which=51376,https://files.scene.org/view/mags/pain/1997/pain0497.zip,"http://demozoo.org/productions/61616/, https://www.pouet.net/mirrors.php?which=51376"
pain (04/98),Pain,MS-Dos,Pain Staff,april 1998,01.04.1998,https://www.pouet.net/prod.php?which=51367,https://files.scene.org/view/mags/pain/1998/pain0498.zip,"http://demozoo.org/productions/62730/, https://www.pouet.net/mirrors.php?which=51367"
PAiN (05/00),Pain,Windows,Pain Staff,may 2000,01.05.2000,https://www.pouet.net/prod.php?which=2062,https://files.scene.org/view/mags/pain/2000/pain0500.zip,"http://demozoo.org/productions/97425/, https://www.pouet.net/mirrors.php?which=2062"
pain (05/94),Pain,MS-Dos,"Pain Staff, Pentagon",may 1994,01.05.1994,https://www.pouet.net/prod.php?which=14074,https://files.scene.org/view/mags/pain/1994/pain0594.zip,"http://demozoo.org/productions/60633/, https://www.pouet.net/mirrors.php?which=14074"
Pain (05/96),Pain,MS-Dos,Pain Staff,may 1996,01.05.1996,https://www.pouet.net/prod.php?which=19719,https://files.scene.org/view/mags/pain/1996/pain0596.zip,"http://demozoo.org/productions/61161/, https://www.pouet.net/mirrors.php?which=19719"
pain (05/97),Pain,MS-Dos,Pain Staff,may 1997,01.05.1997,https://www.pouet.net/prod.php?which=51375,https://files.scene.org/view/mags/pain/1997/pain0597.zip,"http://demozoo.org/productions/61617/, https://www.pouet.net/mirrors.php?which=51375"
pain (05/98),Pain,MS-Dos,Pain Staff,may 1998,01.05.1998,https://www.pouet.net/prod.php?which=51366,https://files.scene.org/view/mags/pain/1998/pain0598.zip,"http://demozoo.org/productions/63701/, https://www.pouet.net/mirrors.php?which=51366"
pain (05/99),Pain,MS-Dos,Pain Staff,may 1999,01.05.1999,https://www.pouet.net/prod.php?which=51359,https://files.scene.org/view/mags/pain/1999/pain0599.zip,https://www.pouet.net/mirrors.php?which=51359
pain (06/94),Pain,MS-Dos,"Pain Staff, Pentagon",june 1994,01.06.1994,https://www.pouet.net/prod.php?which=14075,https://files.scene.org/view/mags/pain/1994/pain0694.zip,"http://demozoo.org/productions/60634/, https://www.pouet.net/mirrors.php?which=14075"
Pain (06/96),Pain,MS-Dos,Pain Staff,june 1996,01.06.1996,https://www.pouet.net/prod.php?which=19720,https://files.scene.org/view/mags/pain/1996/pain0696.zip,"http://demozoo.org/productions/61240/, https://www.pouet.net/mirrors.php?which=19720"
pain (06/97),Pain,MS-Dos,Pain Staff,june 1997,01.06.1997,https://www.pouet.net/prod.php?which=51374,https://files.scene.org/view/mags/pain/1997/pain0697.zip,"http://demozoo.org/productions/61892/, https://www.pouet.net/mirrors.php?which=51374"
pain (06/98),Pain,MS-Dos,Pain Staff,june 1998,01.06.1998,https://www.pouet.net/prod.php?which=51365,https://files.scene.org/view/mags/pain/1998/pain0698.zip,"http://demozoo.org/productions/63740/, https://www.pouet.net/mirrors.php?which=51365"
pain (07/94),Pain,MS-Dos,"Pain Staff, Pentagon",july 1994,01.07.1994,https://www.pouet.net/prod.php?which=14076,https://files.scene.org/view/mags/pain/1994/pain0794.zip,"http://demozoo.org/productions/60635/, https://www.pouet.net/mirrors.php?which=14076"
pain (07/95),Pain,MS-Dos,Pain Staff,july 1995,01.07.1995,https://www.pouet.net/prod.php?which=51380,https://files.scene.org/view/mags/pain/1995/pain0795.zip,"http://demozoo.org/productions/60641/, https://www.pouet.net/mirrors.php?which=51380"
Pain (07/96),Pain,MS-Dos,Pain Staff,july 1996,01.07.1996,https://www.pouet.net/prod.php?which=19721,https://files.scene.org/view/mags/pain/1996/pain0796.zip,"http://demozoo.org/productions/61241/, https://www.pouet.net/mirrors.php?which=19721"
pain (07/97),Pain,MS-Dos,Pain Staff,june 1997,01.06.1997,https://www.pouet.net/prod.php?which=51373,https://files.scene.org/view/mags/pain/1997/pain0797.zip,"http://demozoo.org/productions/61893/, https://www.pouet.net/mirrors.php?which=51373"
pain (08/95),Pain,MS-Dos,Pain Staff,august 1995,01.08.1995,https://www.pouet.net/prod.php?which=51379,https://files.scene.org/view/mags/pain/1995/pain0895.zip,https://www.pouet.net/mirrors.php?which=51379
pain (08/97),Pain,MS-Dos,Pain Staff,august 1997,01.08.1997,https://www.pouet.net/prod.php?which=51372,https://files.scene.org/view/mags/pain/1997/pain0897.zip,"http://demozoo.org/productions/62105/, https://www.pouet.net/mirrors.php?which=51372"
pain (08/98),Pain,MS-Dos,Pain Staff,august 1998,01.08.1998,https://www.pouet.net/prod.php?which=51364,https://files.scene.org/view/mags/pain/1998/pain0898.zip,"http://demozoo.org/productions/65542/, https://www.pouet.net/mirrors.php?which=51364"
pain (09/94),Pain,MS-Dos,"Pain Staff, Pentagon",september 1994,01.09.1994,https://www.pouet.net/prod.php?which=14077,https://files.scene.org/view/mags/pain/1994/pain0994.zip,"http://demozoo.org/productions/60636/, https://www.pouet.net/mirrors.php?which=14077"
pain (09/96),Pain,MS-Dos,Pain Staff,september 1996,01.09.1996,https://www.pouet.net/prod.php?which=51378,https://files.scene.org/view/mags/pain/1996/pain0996.zip,"http://demozoo.org/productions/61242/, https://www.pouet.net/mirrors.php?which=51378"
Pain (09/97),Pain,MS-Dos,Pain Staff,september 1997,01.09.1997,https://www.pouet.net/prod.php?which=14860,https://files.scene.org/view/mags/pain/1997/pain0997.zip,"http://demozoo.org/productions/62417/, https://www.pouet.net/mirrors.php?which=14860"
pain (10/97),Pain,MS-Dos,Pain Staff,october 1997,01.10.1997,https://www.pouet.net/prod.php?which=51371,https://files.scene.org/view/mags/pain/1997/pain1097.zip,"http://demozoo.org/productions/62418/, https://www.pouet.net/mirrors.php?which=51371"
pain (10/98),Pain,MS-Dos,Pain Staff,december 1998,01.12.1998,https://www.pouet.net/prod.php?which=51363,https://files.scene.org/view/mags/pain/1998/pain1098.zip,https://www.pouet.net/mirrors.php?which=51363
PAiN (10/99),Pain,"MS-Dos, Windows",Pain Staff,october 1999,01.10.1999,https://www.pouet.net/prod.php?which=2065,https://files.scene.org/view/mags/pain/1999/pain1099.zip,"http://demozoo.org/productions/133123/, https://www.pouet.net/mirrors.php?which=2065"
Pain (11/95),Pain,MS-Dos,Pain Staff,november 1995,01.11.1995,https://www.pouet.net/prod.php?which=19722,https://files.scene.org/view/mags/pain/1995/pain1195.zip,"http://demozoo.org/productions/60643/, https://www.pouet.net/mirrors.php?which=19722"
Pain (11/96),Pain,MS-Dos,Pain Staff,november 1996,01.11.1996,https://www.pouet.net/prod.php?which=19723,https://files.scene.org/view/mags/pain/1996/pain1196.zip,"http://demozoo.org/productions/61243/, https://www.pouet.net/mirrors.php?which=19723"
